Name,Postcode,Workers_count,Latitude,Longitude
"Postcode 39688, E17 8LG",E17 8LG,87,51.575141,-0.022071975
"Postcode 39689, E17 8LA",E17 8LA,9,51.574505,-0.021709975
"Postcode 39690, E18 1EB",E18 1EB,24,51.593031,0.029279025
"Postcode 39691, SW11 3AU",SW11 3AU,281,51.478221,-0.169558975
"Postcode 39692, SW11 3UZ",SW11 3UZ,4,51.465689,-0.183074975
"Postcode 39693, E4 6HZ",E4 6HZ,21,51.620245,0.011410025
"Postcode 39694, E4 7QB",E4 7QB,1,51.643913,-0.010249975
"Postcode 39695, E5 0NH",E5 0NH,6,51.553961,-0.043303975
"Postcode 39696, E5 0NE",E5 0NE,1,51.552474,-0.046956975
"Postcode 39697, E5 9LU",E5 9LU,44,51.566819,-0.052390975
"Postcode 39698, E6 1PP",E6 1PP,8,51.530795,0.037973025
"Postcode 39699, E6 6DU",E6 6DU,1,51.528393,0.058136025
"Postcode 39700, E7 0JA",E7 0JA,1,51.553715,0.025668024
"Postcode 39701, E7 0DL",E7 0DL,50,51.554787,0.025067024
"Postcode 39702, E7 0EB",E7 0EB,2,51.555436,0.021302025
"Postcode 39703, EC2M 7PN",EC2M 7PN,131,51.517206,-0.082467975
"Postcode 39704, E8 2AS",E8 2AS,5,51.552299,-0.065211976
"Postcode 39705, E8 3NW",E8 3NW,1,51.543875,-0.059857975
"Postcode 39706, E9 6FJ",E9 6FJ,206,51.545843,-0.051120976
"Postcode 39707, E9 6AA",E9 6AA,42,51.547896,-0.043720975
"Postcode 39708, E9 6AS",E9 6AS,10,51.548896,-0.040576976
"Postcode 39709, E9 7HD",E9 7HD,261,51.538446,-0.043793975
"Postcode 39710, E9 7PF",E9 7PF,1,51.54222,-0.049516976
"Postcode 39711, EC1M 6EB",EC1M 6EB,74,51.520699,-0.098162975
"Postcode 39712, EC1V 4NT",EC1V 4NT,3,51.52903,-0.104504975
"Postcode 39713, W12 0PB",W12 0PB,2,51.508147,-0.238148975
"Postcode 39714, SW19 8DZ",SW19 8DZ,90,51.439724,-0.197400976
"Postcode 39715, DA5 2AY",DA5 2AY,20,51.435679,0.165358025
"Postcode 39716, E11 3DB",E11 3DB,7,51.567778,0.012196024
"Postcode 39717, E1 4AH",E1 4AH,8,51.522265,-0.047356976
"Postcode 39718, E1 4QH",E1 4QH,2,51.518024,-0.038314975
"Postcode 39719, E1 4PB",E1 4PB,294,51.523329,-0.037263976
"Postcode 39720, E15 1AF",E15 1AF,11,51.538785,-0.003070976
"Postcode 39721, TW8 9LS",TW8 9LS,4,51.493481,-0.321617975
"Postcode 39722, TW8 9PL",TW8 9PL,24,51.491816,-0.303370976
"Postcode 39723, UB6 7LD",UB6 7LD,57,51.535761,-0.315729976
"Postcode 39724, EN1 3LQ",EN1 3LQ,3,51.663839,-0.076528976
"Postcode 39725, W14 8JY",W14 8JY,60,51.500051,-0.207056976
"Postcode 39726, EN3 7JY",EN3 7JY,18,51.658705,-0.027269975
"Postcode 39727, EN3 7TW",EN3 7TW,35,51.652108,-0.039785976
"Postcode 39728, EN3 7SE",EN3 7SE,12,51.648268,-0.030627975
"Postcode 39729, EN3 7AJ",EN3 7AJ,7,51.648476,-0.044698975
"Postcode 39730, EN5 2BY",EN5 2BY,21,51.641349,-0.188491975
"Postcode 39731, EN5 4AL",EN5 4AL,3,51.656931,-0.226644976
"Postcode 39732, W14 9AE",W14 9AE,4,51.491161,-0.206810976
"Postcode 39733, W14 9EA",W14 9EA,2,51.490302,-0.213513976
"Postcode 39734, W1B 5RT",W1B 5RT,8,51.510247,-0.137219976
"Postcode 39735, W1D 3RW",W1D 3RW,34,51.515113,-0.133316976
"Postcode 39736, W1D 3AH",W1D 3AH,27,51.513971,-0.132181976
"Postcode 39737, W1D 3AN",W1D 3AN,3,51.514263,-0.131362976
"Postcode 39738, W1D 4TE",W1D 4TE,7,51.513827,-0.129924975
"Postcode 39739, W1D 4DY",W1D 4DY,7,51.513765,-0.130547976
"Postcode 39740, W1D 6BG",W1D 6BG,1,51.512373,-0.133515975
"Postcode 39741, W1D 6PP",W1D 6PP,5,51.511129,-0.132153976
"Postcode 39742, W1D 6PE",W1D 6PE,3,51.510747,-0.131924975
"Postcode 39743, E1 2LY",E1 2LY,49,51.511411,-0.061467976
"Postcode 39744, E1 2LL",E1 2LL,2,51.513314,-0.062900975
"Postcode 39745, W1F 7DT",W1F 7DT,36,51.513247,-0.139273976
"Postcode 39746, W1F 7TP",W1F 7TP,47,51.515045,-0.141491975
"Postcode 39747, W1F 7EU",W1F 7EU,3,51.513618,-0.138292975
"Postcode 39748, W1F 8GU",W1F 8GU,40,51.515052,-0.135740975
"Postcode 39749, W1F 8TD",W1F 8TD,11,51.514761,-0.136083975
"Postcode 39750, W1F 8SB",W1F 8SB,2,51.514984,-0.135959975
"Postcode 39751, W1G 8QQ",W1G 8QQ,13,51.518776,-0.147105975
"Postcode 39752, W1G 9DF",W1G 9DF,182,51.517385,-0.145028976
"Postcode 39753, W1U 1LF",W1U 1LF,5,51.515342,-0.151755976
"Postcode 39754, W1J 0AB",W1J 0AB,1,51.509537,-0.136124976
"Postcode 39755, W1J 5PU",W1J 5PU,12,51.508576,-0.146971975
"Postcode 39756, W1J 5EH",W1J 5EH,20,51.5082,-0.145920975
"Postcode 39757, W1J 5HA",W1J 5HA,93,51.507548,-0.145644976
"Postcode 39758, W1J 7TG",W1J 7TG,11,51.506327,-0.149742976
"Postcode 39759, W1K 2TJ",W1K 2TJ,116,51.509712,-0.150037976
"Postcode 39760, W1K 4ER",W1K 4ER,33,51.512379,-0.149180975
"Postcode 39761, W1S 1AL",W1S 1AL,36,51.514255,-0.145544976
"Postcode 39762, W1S 2YH",W1S 2YH,15,51.51162,-0.142149976
"Postcode 39763, SE9 3AZ",SE9 3AZ,26,51.429952,0.056917024
"Postcode 39764, SE9 3QT",SE9 3QT,36,51.43644,0.068964025
"Postcode 39765, EN3 6NH",EN3 6NH,4,51.673715,-0.038071975
"Postcode 39766, W1T 4NE",W1T 4NE,15,51.519089,-0.136815976
"Postcode 39767, W1T 6QN",W1T 6QN,4,51.522959,-0.142091975
"Postcode 39768, W1T 6AF",W1T 6AF,38,51.523813,-0.142071975
"Postcode 39769, W1T 6LY",W1T 6LY,8,51.52185,-0.140205976
"Postcode 39770, W1T 6NF",W1T 6NF,6,51.522079,-0.140484976
"Postcode 39771, W1B 4HZ",W1B 4HZ,34,51.511097,-0.139231975
"Postcode 39772, DA15 9DA",DA15 9DA,120,51.437654,0.100789024
"Postcode 39773, DA16 3AB",DA16 3AB,52,51.463397,0.108507024
"Postcode 39774, DA16 3QR",DA16 3QR,23,51.463906,0.099734025
"Postcode 39775, EC1N 8XA",EC1N 8XA,33,51.520967,-0.107506976
"Postcode 39776, WC2H 9LL",WC2H 9LL,32,51.513749,-0.127895975
"Postcode 39777, WC2H 9BU",WC2H 9BU,50,51.515073,-0.124036975
"Postcode 39778, DA5 1HU",DA5 1HU,52,51.442846,0.144397025
"Postcode 39779, DA5 3LZ",DA5 3LZ,18,51.438956,0.152491025
"Postcode 39780, DA6 7JG",DA6 7JG,7,51.456333,0.144456025
"Postcode 39781, DA6 8NW",DA6 8NW,5,51.456377,0.136138024
"Postcode 39782, DA8 1AG",DA8 1AG,12,51.484645,0.174606025
"Postcode 39783, DA8 2DX",DA8 2DX,4,51.465396,0.185467024
"Postcode 39784, DA8 2LT",DA8 2LT,1,51.470778,0.192939024
"Postcode 39785, W1C 1AS",W1C 1AS,19,51.514678,-0.148874976
"Postcode 39786, EC2Y 8AX",EC2Y 8AX,77,51.518603,-0.092008975
"Postcode 39787, W1U 5QG",W1U 5QG,64,51.520921,-0.152553975
"Postcode 39788, W1U 7DP",W1U 7DP,17,51.517866,-0.153858976
"Postcode 39789, W1W 5QB",W1W 5QB,61,51.521046,-0.142861975
"Postcode 39790, W1H 1LT",W1H 1LT,19,51.519619,-0.161254976
"Postcode 39791, W1H 1PL",W1H 1PL,3,51.519736,-0.160575976
"Postcode 39792, W1W 6JQ",W1W 6JQ,15,51.519792,-0.143157976
"Postcode 39793, W2 2LU",W2 2LU,79,51.512767,-0.171042975
"Postcode 39794, W2 3JF",W2 3JF,25,51.512304,-0.187028976
"Postcode 39795, W3 6LX",W3 6LX,1,51.506732,-0.269910976
"Postcode 39796, E2 7DA",E2 7DA,4,51.529865,-0.065903976
"Postcode 39797, E2 7HP",E2 7HP,2,51.524958,-0.074270975
"Postcode 39798, EC1V 7LQ",EC1V 7LQ,1021,51.530731,-0.103355975
"Postcode 39799, EC1V 7DG",EC1V 7DG,76,51.531371,-0.105257976
"Postcode 39800, EC1V 7EB",EC1V 7EB,9,51.528473,-0.100635976
"Postcode 39801, SW3 6QR",SW3 6QR,1,51.491873,-0.171249975
"Postcode 39802, W3 8AT",W3 8AT,1,51.502922,-0.267109975
"Postcode 39803, SW15 3EQ",SW15 3EQ,69,51.437062,-0.243618975
"Postcode 39804, SW4 6SP",SW4 6SP,104,51.473494,-0.128133975
"Postcode 39805, SW4 7NU",SW4 7NU,31,51.460932,-0.128229975
"Postcode 39806, W3 9NZ",W3 9NZ,2,51.51031,-0.275389976
"Postcode 39807, BR6 0JT",BR6 0JT,6,51.379116,0.101987024
"Postcode 39808, BR6 0EL",BR6 0EL,513,51.375048,0.098151025
"Postcode 39809, BR6 0NB",BR6 0NB,13,51.375495,0.098818024
"Postcode 39810, BR6 0PG",BR6 0PG,127,51.375362,0.097662024
"Postcode 39811, BR6 0DB",BR6 0DB,2,51.381923,0.101426024
"Postcode 39812, BR6 0TT",BR6 0TT,3,51.382287,0.091124025
"Postcode 39813, SW6 3JD",SW6 3JD,168,51.468532,-0.210634975
"Postcode 39814, SW6 3HR",SW6 3HR,5,51.465485,-0.190760976
"Postcode 39815, SM2 6BH",SM2 6BH,1,51.343611,-0.199828976
"Postcode 39816, W10 6EL",W10 6EL,149,51.520986,-0.214272976
"Postcode 39817, W10 6EE",W10 6EE,6,51.52131,-0.213092975
"Postcode 39818, SM2 7DD",SM2 7DD,72,51.339777,-0.203664976
"Postcode 39819, SM2 7BJ",SM2 7BJ,42,51.354415,-0.217066976
"Postcode 39820, SM3 8PU",SM3 8PU,7,51.360918,-0.215334976
"Postcode 39821, SM3 9DW",SM3 9DW,125,51.37992,-0.220793976
"Postcode 39822, SM3 9TA",SM3 9TA,1,51.370081,-0.212377975
"Postcode 39823, NW9 4BR",NW9 4BR,30,51.597574,-0.245638976
"Postcode 39824, SW6 5RU",SW6 5RU,8,51.476078,-0.205457975
"Postcode 39825, SW6 5RA",SW6 5RA,5,51.476384,-0.208973976
"Postcode 39826, SW6 5JJ",SW6 5JJ,7,51.471504,-0.210921976
"Postcode 39827, SW18 5JR",SW18 5JR,212,51.446881,-0.208502976
"Postcode 39828, SM5 2JE",SM5 2JE,148,51.371183,-0.161532976
"Postcode 39829, SM5 3RG",SM5 3RG,4,51.357512,-0.167239975
"Postcode 39830, SM5 3AX",SM5 3AX,2,51.365625,-0.160389975
"Postcode 39831, W1G 0PD",W1G 0PD,36,51.517029,-0.144105976
"Postcode 39832, W1G 0QB",W1G 0QB,6,51.517092,-0.143541976
"Postcode 39833, SW15 4JD",SW15 4JD,46,51.44778,-0.242315975
"Postcode 39834, SM6 7AX",SM6 7AX,49,51.378351,-0.157612975
"Postcode 39835, WC1R 5AH",WC1R 5AH,131,51.520012,-0.113541976
"Postcode 39836, TW6 2AA",TW6 2AA,143,51.480871,-0.418469976
"Postcode 39837, NW6 7PP",NW6 7PP,62,51.544764,-0.212029976
"Postcode 39838, NW6 7RA",NW6 7RA,5,51.541508,-0.198428975
"Postcode 39839, NW8 0HU",NW8 0HU,3,51.538812,-0.183437976
"Postcode 39840, NW3 1NR",NW3 1NR,79,51.555534,-0.171029975
"Postcode 39841, NW3 1AG",NW3 1AG,2,51.560561,-0.177406975
"Postcode 39842, IG6 2DF",IG6 2DF,8,51.588891,0.081355025
"Postcode 39843, IG6 2TA",IG6 2TA,192,51.60551,0.083876024
"Postcode 39844, IG6 2LD",IG6 2LD,74,51.602317,0.083889024
"Postcode 39845, SW1V 2PT",SW1V 2PT,13,51.489769,-0.135936975
"Postcode 39846, CR7 7PU",CR7 7PU,3,51.39728,-0.114052975
"Postcode 39847, W1T 2QQ",W1T 2QQ,1,51.519773,-0.135158975
"Postcode 39848, W1T 2EJ",W1T 2EJ,4,51.519477,-0.133469976
"Postcode 39849, HA3 5ES",HA3 5ES,14,51.603502,-0.339961976
"Postcode 39850, WC1X 8TU",WC1X 8TU,12,51.524144,-0.115925976
"Postcode 39851, WC1X 8HR",WC1X 8HR,44,51.519244,-0.111642976
"Postcode 39852, EC1V 9AJ",EC1V 9AJ,12,51.524071,-0.095945975
"Postcode 39853, EN2 6QA",EN2 6QA,47,51.656327,-0.087342975
"Postcode 39854, EN2 6EL",EN2 6EL,8,51.650446,-0.079610975
"Postcode 39855, EN2 6ED",EN2 6ED,154,51.651347,-0.080280976
"Postcode 39856, EN2 6DU",EN2 6DU,220,51.648659,-0.080293976
"Postcode 39857, EN2 6AN",EN2 6AN,92,51.652402,-0.085989976
"Postcode 39858, EN5 5SX",EN5 5SX,19,51.657121,-0.201914976
"Postcode 39859, HA9 9EY",HA9 9EY,13,51.565104,-0.276923976
"Postcode 39860, HA9 9EU",HA9 9EU,2,51.565169,-0.270948976
"Postcode 39861, SW7 2JX",SW7 2JX,5,51.49467,-0.175314976
"Postcode 39862, SW7 2AG",SW7 2AG,154,51.500897,-0.175709976
"Postcode 39863, E3 4DH",E3 4DH,24,51.527058,-0.024257975
"Postcode 39864, E3 4BD",E3 4BD,11,51.518817,-0.022985975
"Postcode 39865, SW11 6NP",SW11 6NP,3,51.455604,-0.157983976
"Postcode 39866, SW8 3QR",SW8 3QR,65,51.472137,-0.150784975
"Postcode 39867, N7 7JP",N7 7JP,5,51.56127,-0.108516975
"Postcode 39868, EC1V 1NE",EC1V 1NE,37,51.531804,-0.104778975
"Postcode 39869, NW4 3AB",NW4 3AB,1,51.583141,-0.226704976
"Postcode 39870, NW4 3LH",NW4 3LH,35,51.581946,-0.227328975
"Postcode 39871, NW4 4NH",NW4 4NH,23,51.585419,-0.232216976
"Postcode 39872, NW10 5JT",NW10 5JT,199,51.530524,-0.224712976
"Postcode 39873, BR5 4EP",BR5 4EP,151,51.388543,0.124784025
"Postcode 39874, BR5 4ET",BR5 4ET,5,51.391462,0.136361024
"Postcode 39875, NW10 7XT",NW10 7XT,193,51.532529,-0.271046975
"Postcode 39876, NW5 2DS",NW5 2DS,4,51.548847,-0.137474976
"Postcode 39877, IG11 0LL",IG11 0LL,22,51.526328,0.115089025
"Postcode 39878, IG11 0QA",IG11 0QA,14,51.527437,0.113396025
"Postcode 39879, IG11 0AY",IG11 0AY,1,51.528358,0.084547025
"Postcode 39880, IG11 7BZ",IG11 7BZ,49,51.533744,0.074525024
"Postcode 39881, IG11 8PY",IG11 8PY,60,51.543911,0.075780024
"Postcode 39882, IG11 8FH",IG11 8FH,20,51.539506,0.075596025
"Postcode 39883, IG11 8TU",IG11 8TU,155,51.53941,0.081084025
"Postcode 39884, IG1 2XT",IG1 2XT,21,51.553301,0.087750025
"Postcode 39885, IG1 3TR",IG1 3TR,34,51.564572,0.055989024
"Postcode 39886, IG1 4RY",IG1 4RY,3,51.565413,0.072101024
"Postcode 39887, IG2 6HA",IG2 6HA,11,51.575315,0.066026024
"Postcode 39888, IG2 7SA",IG2 7SA,1,51.580582,0.104040025
"Postcode 39889, IG3 8NR",IG3 8NR,5,51.570658,0.100782025
"Postcode 39890, SW14 8AH",SW14 8AH,116,51.46503,-0.264831975
"Postcode 39891, SW14 8JB",SW14 8JB,94,51.469275,-0.266109976
"Postcode 39892, IG8 0HQ",IG8 0HQ,59,51.607958,0.033989025
"Postcode 39893, IG8 0PR",IG8 0PR,39,51.616695,0.026420024
"Postcode 39894, IG8 0XE",IG8 0XE,34,51.61013,0.021795024
"Postcode 39895, IG8 8GQ",IG8 8GQ,4,51.604685,0.066957024
"Postcode 39896, EN1 1DZ",EN1 1DZ,34,51.654594,-0.052487975
"Postcode 39897, W1G 6NP",W1G 6NP,430,51.520217,-0.150693976
"Postcode 39898, NW8 9NH",NW8 9NH,630,51.533473,-0.175460975
"Postcode 39899, KT2 5HX",KT2 5HX,52,51.419233,-0.291231976
"Postcode 39900, KT2 5HD",KT2 5HD,1,51.41951,-0.301633976
"Postcode 39901, SE6 4SW",SE6 4SW,49,51.443418,-0.024833976
"Postcode 39902, NW6 6NJ",NW6 6NJ,88,51.534896,-0.204562975
"Postcode 39903, SE8 3HR",SE8 3HR,8,51.481752,-0.026302975
"Postcode 39904, KT3 4DQ",KT3 4DQ,1978,51.403119,-0.257145976
"Postcode 39905, W1D 7LG",W1D 7LG,14,51.511761,-0.134592976
"Postcode 39906, W1D 7LA",W1D 7LA,24,51.511551,-0.134399976
"Postcode 39907, W1D 7EZ",W1D 7EZ,120,51.511499,-0.133406975
"Postcode 39908, W1D 7DW",W1D 7DW,2,51.511409,-0.135096976
"Postcode 39909, TW7 6NQ",TW7 6NQ,3,51.474293,-0.339378976
"Postcode 39910, TW7 6DH",TW7 6DH,73,51.470518,-0.328738976
"Postcode 39911, UB5 6AU",UB5 6AU,1,51.532699,-0.383239976
"Postcode 39912, UB5 6RB",UB5 6RB,1,51.542796,-0.400215976
"Postcode 39913, UB6 8DF",UB6 8DF,1,51.534649,-0.319830975
"Postcode 39914, W12 9HY",W12 9HY,3,51.503135,-0.236180976
"Postcode 39915, UB9 6PT",UB9 6PT,8,51.608482,-0.466780976
"Postcode 39916, W10 4RE",W10 4RE,79,51.526057,-0.205972975
"Postcode 39917, W10 4BA",W10 4BA,82,51.532288,-0.209447975
"Postcode 39918, KT3 6AH",KT3 6AH,82,51.389065,-0.253534975
"Postcode 39919, W1J 6HN",W1J 6HN,7,51.510668,-0.146209975
"Postcode 39920, W1J 6AS",W1J 6AS,12,51.50926,-0.143629976
"Postcode 39921, W1J 6PX",W1J 6PX,238,51.510608,-0.144024976
"Postcode 39922, W1J 6NB",W1J 6NB,8,51.510951,-0.144770976
"Postcode 39923, KT6 7SU",KT6 7SU,3,51.376019,-0.300183977
"Postcode 39924, E14 9RP",E14 9RP,101,51.496396,-0.017472975
"Postcode 39925, E1 6LP",E1 6LP,1441,51.516329,-0.072299975
"Postcode 39926, E1 6JX",E1 6JX,17,51.524194,-0.074302975
"Postcode 39927, KT4 8AF",KT4 8AF,5,51.381023,-0.242531975
"Postcode 39928, KT4 8SX",KT4 8SX,5,51.374885,-0.235036975
"Postcode 39929, CR0 0RJ",CR0 0RJ,34,51.354634,-0.016977976
"Postcode 39930, SE17 2AP",SE17 2AP,7,51.484611,-0.093153976
"Postcode 39931, SE17 3RD",SE17 3RD,2,51.487667,-0.104146976
"Postcode 39932, W1B 1NF",W1B 1NF,39,51.520401,-0.144689976
"Postcode 39933, N2 8DE",N2 8DE,16,51.592653,-0.168979975
"Postcode 39934, N2 8AB",N2 8AB,25,51.589098,-0.164383976
"Postcode 39935, W1H 5QJ",W1H 5QJ,85,51.514886,-0.162208976
"Postcode 39936, KT1 2PY",KT1 2PY,2,51.409248,-0.297800976
"Postcode 39937, W13 0LJ",W13 0LJ,14,51.51376,-0.320454976
"Postcode 39938, NW6 1AE",NW6 1AE,5,51.552261,-0.195422975
"Postcode 39939, NW6 2EP",NW6 2EP,102,51.547779,-0.196742975
"Postcode 39940, SE7 8SQ",SE7 8SQ,30,51.490228,0.038554025
"Postcode 39941, SE7 8DP",SE7 8DP,1,51.49126,0.043830024
"Postcode 39942, NW6 4DW",NW6 4DW,12,51.540574,-0.188025975
"Postcode 39943, W2 6HF",W2 6HF,904,51.515392,-0.185493975
"Postcode 39944, KT3 3LZ",KT3 3LZ,134,51.399431,-0.261929976
"Postcode 39945, SE13 6UG",SE13 6UG,44,51.447894,-0.005041976
"Postcode 39946, SE13 6JP",SE13 6JP,158,51.45983,-0.012090975
"Postcode 39947, SE13 6HH",SE13 6HH,16,51.450207,-0.015257976
"Postcode 39948, SE13 6NQ",SE13 6NQ,2,51.4578,-0.012768975
"Postcode 39949, TW3 2DL",TW3 2DL,10,51.46179,-0.361533976
"Postcode 39950, NW1 1DH",NW1 1DH,20,51.527723,-0.130667975
"Postcode 39951, NW1 3SE",NW1 3SE,2,51.530898,-0.139202975
"Postcode 39952, SE15 1AL",SE15 1AL,1,51.480919,-0.058774975
"Postcode 39953, SE16 2UJ",SE16 2UJ,11,51.492481,-0.046756976
"Postcode 39954, SE16 2JH",SE16 2JH,142,51.494625,-0.058953976
"Postcode 39955, SE16 2DD",SE16 2DD,19,51.491694,-0.054640976
"Postcode 39956, NW11 9RJ",NW11 9RJ,14,51.573672,-0.208312976
"Postcode 39957, SE15 4RZ",SE15 4RZ,101,51.469014,-0.068161976
"Postcode 39958, SE15 4NX",SE15 4NX,132,51.467406,-0.068257976
"Postcode 39959, SE15 5BA",SE15 5BA,44,51.472185,-0.070665976
"Postcode 39960, SE15 6EF",SE15 6EF,119,51.480288,-0.082259975
"Postcode 39961, SE16 3NX",SE16 3NX,2,51.491508,-0.061837976
"Postcode 39962, UB4 8SG",UB4 8SG,7,51.527406,-0.417794976
"Postcode 39963, UB4 9BS",UB4 9BS,1,51.523513,-0.390109976
"Postcode 39964, SE2 0HG",SE2 0HG,8,51.48555,0.104833025
"Postcode 39965, SE1 1QT",SE1 1QT,79,51.501671,-0.097081975
"Postcode 39966, SE1 1DF",SE1 1DF,17,51.499086,-0.094497976
"Postcode 39967, SE11 4UF",SE11 4UF,3,51.49313,-0.109437976
"Postcode 39968, SE11 5RB",SE11 5RB,8,51.48725,-0.115672976
"Postcode 39969, SE1 2DE",SE1 2DE,20,51.50057,-0.072618976
"Postcode 39970, SE1 2PF",SE1 2PF,41,51.506462,-0.088077976
"Postcode 39971, N4 1BZ",N4 1BZ,10,51.570958,-0.096498976
"Postcode 39972, UB7 0AL",UB7 0AL,32,51.488601,-0.478726977
"Postcode 39973, SE13 5FQ",SE13 5FQ,84,51.464875,-0.012593975
"Postcode 39974, SE21 7LD",SE21 7LD,1229,51.44028,-0.085043975
"Postcode 39975, SE21 7DE",SE21 7DE,11,51.451558,-0.084528976
"Postcode 39976, SE21 7BU",SE21 7BU,54,51.452764,-0.086809976
"Postcode 39977, N12 0QZ",N12 0QZ,223,51.605853,-0.174336975
"Postcode 39978, SE1 0AT",SE1 0AT,164,51.503555,-0.096239976
"Postcode 39979, SE1 0TW",SE1 0TW,5,51.505446,-0.096376976
"Postcode 39980, SE1 0HE",SE1 0HE,56,51.503409,-0.099908975
"Postcode 39981, SE1 3YD",SE1 3YD,78,51.501452,-0.089108975
"Postcode 39982, SE1 3LA",SE1 3LA,203,51.500735,-0.080450976
"Postcode 39983, SE13 7BN",SE13 7BN,184,51.463576,-0.016131976
"Postcode 39984, SE18 4AB",SE18 4AB,46,51.487551,0.057504025
"Postcode 39985, SE18 5PQ",SE18 5PQ,146,51.492799,0.050467025
"Postcode 39986, SE19 3UF",SE19 3UF,167,51.413865,-0.093625975
"Postcode 39987, SE20 7AE",SE20 7AE,7,51.411957,-0.054720976
"Postcode 39988, SE20 8DL",SE20 8DL,7,51.414894,-0.071337976
"Postcode 39989, SE20 8QT",SE20 8QT,45,51.412371,-0.063373976
"Postcode 39990, SE4 1PQ",SE4 1PQ,10,51.468027,-0.030454976
"Postcode 39991, SE4 2SR",SE4 2SR,1,51.462732,-0.037013976
"Postcode 39992, SE6 2HF",SE6 2HF,4,51.445731,-0.014314976
"Postcode 39993, E3 2SP",E3 2SP,8,51.529589,-0.015973975
"Postcode 39994, N7 6DP",N7 6DP,1,51.557965,-0.113241976
"Postcode 39995, N8 0DZ",N8 0DZ,4,51.588152,-0.110417976
"Postcode 39996, N8 0EP",N8 0EP,133,51.589665,-0.105363976
"Postcode 39997, SW1A 1LE",SW1A 1LE,46,51.506757,-0.139872975
"Postcode 39998, SW1H 9ET",SW1H 9ET,2,51.499339,-0.137764976
"Postcode 39999, SW1P 1RL",SW1P 1RL,20,51.497074,-0.135019975
"Postcode 40000, N9 0HY",N9 0HY,87,51.62595,-0.057167976
"Postcode 40001, N9 0NU",N9 0NU,2,51.621123,-0.062169975
"Postcode 40002, SW1P 4AB",SW1P 4AB,10,51.492561,-0.132840976
"Postcode 40003, SW1V 1HP",SW1V 1HP,20,51.493621,-0.141829976
"Postcode 40004, SW1V 3EW",SW1V 3EW,10,51.487557,-0.141644976
"Postcode 40005, SM1 4BX",SM1 4BX,1,51.36482,-0.187170977
"Postcode 40006, SM1 4AF",SM1 4AF,157,51.363673,-0.192128976
"Postcode 40007, SW1V 4ET",SW1V 4ET,13,51.490693,-0.146630975
"Postcode 40008, SW1W 0NL",SW1W 0NL,183,51.496014,-0.146414975
"Postcode 40009, SW1W 0RB",SW1W 0RB,10,51.497846,-0.144611975
"Postcode 40010, SW1W 9AA",SW1W 9AA,7,51.497422,-0.150766975
"Postcode 40011, SW1W 9JH",SW1W 9JH,19,51.493858,-0.152307975
"Postcode 40012, SW1X 0BD",SW1X 0BD,261,51.496599,-0.162343975
"Postcode 40013, SM1 1EL",SM1 1EL,237,51.362832,-0.193601976
"Postcode 40014, SM1 2RJ",SM1 2RJ,4,51.363031,-0.197109975
"Postcode 40015, SM1 2UE",SM1 2UE,22,51.371054,-0.209599975
"Postcode 40016, SE11 6DX",SE11 6DX,73,51.494387,-0.114326976
"Postcode 40017, SM6 8JS",SM6 8JS,1,51.363041,-0.130097976
"Postcode 40018, SW3 3DW",SW3 3DW,13,51.49236,-0.167436976
"Postcode 40019, SW3 4AN",SW3 4AN,15,51.486431,-0.162522976
"Postcode 40020, HA3 7AE",HA3 7AE,46,51.594142,-0.334960976
"Postcode 40021, SW3 5AW",SW3 5AW,355,51.486667,-0.171313976
"Postcode 40022, SW6 1EN",SW6 1EN,68,51.479423,-0.196599976
"Postcode 40023, SW6 1NL",SW6 1NL,18,51.48519,-0.202680976
"Postcode 40024, UB7 8EP",UB7 8EP,8,51.510991,-0.472325976
"Postcode 40025, SW9 8JA",SW9 8JA,13,51.462565,-0.113392975
"Postcode 40026, SW11 2DS",SW11 2DS,2,51.469579,-0.163799976
"Postcode 40027, SW9 9HQ",SW9 9HQ,1,51.469667,-0.122213976
"Postcode 40028, SW10 0XG",SW10 0XG,71,51.475699,-0.182000976
"Postcode 40029, SW10 0JL",SW10 0JL,55,51.482492,-0.181096976
"Postcode 40030, SW10 0LD",SW10 0LD,29,51.481896,-0.181480976
"Postcode 40031, SW11 1JG",SW11 1JG,258,51.46546,-0.164929975
"Postcode 40032, SW16 2JP",SW16 2JP,1,51.435917,-0.110925976
"Postcode 40033, SW17 7AJ",SW17 7AJ,7,51.438607,-0.156826976
"Postcode 40034, SW17 7NS",SW17 7NS,2,51.43242,-0.165390976
"Postcode 40035, SW16 3NN",SW16 3NN,9,51.419594,-0.127675975
"Postcode 40036, SW16 5PQ",SW16 5PQ,8,51.421539,-0.136312975
"Postcode 40037, SW16 5AN",SW16 5AN,105,51.414206,-0.141729976
"Postcode 40038, SW18 2LR",SW18 2LR,68,51.454218,-0.186193976
"Postcode 40039, SW18 2AP",SW18 2AP,2,51.452322,-0.185706976
"Postcode 40040, SW18 1TH",SW18 1TH,9,51.458702,-0.192339976
"Postcode 40041, SW18 4JG",SW18 4JG,1,51.455385,-0.197114975
"Postcode 40042, SW19 3SG",SW19 3SG,30,51.419402,-0.205693976
"Postcode 40043, SW19 3HX",SW19 3HX,305,51.412031,-0.188384976
"Postcode 40044, SW19 3GY",SW19 3GY,14,51.409103,-0.188025975
"Postcode 40045, SW20 9BD",SW20 9BD,1,51.402283,-0.230718976
